Product_ID,Current_Stock,Sales_Last_Week,Sales_Last_Month,Lead_Time_Days,Shelf_Life_Days,Seasonality_Index,Weather_Index,Economic_Index,Demand_Next_Week
125,801,43,1964,20,84,1.0181950539957718,1.2683397856843404,0.9287241782212932,131
126,676,73,115,6,165,1.4905764583785956,1.1241102631299191,0.9236015241339861,290
127,174,184,1298,12,219,0.8487979969078878,0.9482149269206855,1.0780213841551127,279
128,743,16,1897,12,282,1.1986640685650358,0.8598129167735247,1.0655407833019201,168
129,100,87,1179,22,341,0.9821518383095201,1.1544120170158656,0.9688010819920712,266
130,176,179,1291,26,113,0.8013384081598698,1.1937609560416393,0.9414156113427201,134
131,968,40,1542,27,206,1.4914943962394798,0.9145164293972544,1.0480511336120335,235
132,216,130,903,20,123,1.1371289856963243,0.8031279466819612,0.9248642846684628,384
133,291,67,505,19,64,1.4000333454473268,0.9953467462722493,1.1853058322437289,279
134,74,80,1445,27,241,1.3880470677557946,0.9811013982061809,1.0385902110520098,434
135,897,86,623,9,155,1.3685948566649184,1.1352415497916377,1.0367770508055474,244
136,525,55,431,24,259,1.1213120769236893,1.2839109124861978,0.8545333467210323,44
137,166,47,1951,13,197,1.4271484224985156,1.01876931729173,1.0438591726066062,150
138,770,38,467,10,43,1.0570905603360572,1.1390315731364096,0.91797005048063,365
139,778,101,266,4,103,1.0858708427873927,0.9103477925532664,0.9807317649689772,296
140,756,53,789,7,81,0.9789936370955372,1.0597448458264556,1.0152797560545077,434
141,315,150,718,22,236,1.1136595531318068,0.7691967592990718,0.9911806430258797,316
142,887,129,440,22,325,1.490550141967987,1.1889604500792483,1.1237573004873398,312
143,991,193,143,27,72,1.2012684635775157,0.9065945374807346,0.8397853315756965,314
144,404,61,1303,25,32,1.3817684246636959,0.7480248085247967,0.8669315503127074,316
145,83,97,1212,2,124,0.9843400422816719,1.2943368296469966,0.8627960103139051,377
146,196,113,960,18,267,1.469144484301666,1.2410729373826968,1.1267333487537823,122
147,583,9,896,4,196,0.8092212531020371,0.8184600074054126,0.8472897131489776,118
148,346,28,1154,28,48,1.4511716532404941,0.9179211101694135,1.1885769725975455,24
149,685,196,1333,19,236,1.4286027232138854,1.262030617928576,1.1876661161797455,233
150,577,63,1642,19,259,0.8471493515081574,1.1777972366951313,1.196726623608386,5
151,632,42,32,3,243,1.223392709116766,1.243847332465163,1.1918756640845718,283
152,739,165,1306,5,85,1.3496708367259336,1.0375298670660382,0.8596078913883399,298
153,249,14,819,2,363,1.0826655166602213,0.8458697322820588,1.0629669412774163,24
154,542,169,1066,11,161,0.8643001198014375,0.8362321164026498,0.9598761382496341,264
155,150,130,964,26,38,1.380579949267522,1.0154021111425244,1.0927293095031951,247
156,274,15,219,6,260,1.1265488222798852,1.2543999826824181,0.9623671760381605,384
157,148,28,1285,6,182,0.9842750709918318,1.078952189621608,0.9532954496268403,106
158,468,92,1282,10,334,0.8495988083004089,0.720634317275027,1.161580449868804,201
159,79,118,322,15,313,1.2481202912342009,1.0362854368001346,0.9978186852780493,394
160,394,25,1208,22,219,0.8296113027508009,1.065064527172757,1.0959032765628582,195
161,639,152,757,14,45,1.3537657049288212,1.0489330196783733,1.0599668593757117,350
162,207,14,195,14,232,1.3395264030179534,1.1146457042359708,1.0630833879373762,133
163,214,179,1072,28,203,1.0260598906548477,0.8761083039686197,0.9396470527658499,132
164,735,179,696,25,197,1.1306011393124016,0.7862591851832101,0.9009793365333889,118
165,577,147,554,28,63,1.268453724070743,1.150029177368773,1.1541726106110424,451
166,808,176,1337,2,258,1.4713866992447437,0.8178118527631637,0.809835948613887,211
167,991,194,496,18,30,1.1641057174978713,0.7684953762513895,0.8691702347540371,340
168,814,138,402,21,351,1.4976758174076434,0.9156263125984977,0.853114895913709,347
169,696,70,575,9,144,1.0275740521752383,1.1996524702098905,1.1797548491950294,109
170,868,126,1816,4,243,1.1685443626296323,0.749264984748915,0.8020105491048094,218
171,891,136,1735,18,283,0.8809308906116933,0.8173368152449004,0.8032089200019088,442
172,983,27,1339,28,174,1.1895077018506603,0.9851556269516367,0.8906912952210234,201
173,649,17,1694,13,76,1.1754193166930043,0.8725881827628057,0.9116349795891046,175
174,440,163,353,26,309,1.394169740120628,1.1329966053552725,1.023929860595546,265
175,899,20,1291,26,207,1.4975861089764977,1.1049414560399695,1.1844917103675252,458
176,334,45,1284,26,242,1.4903246786941726,1.2055098178038688,0.986016999076761,326
177,451,5,1149,26,314,0.9654108369795904,0.822305905149499,0.915511802990922,270
178,813,115,917,19,274,1.0369118875637167,1.089351252704195,1.1268001267076293,378
179,297,16,950,15,282,0.992259900229566,1.1648407005591614,0.9543128488049145,168
180,235,123,704,12,235,0.9397756859361621,0.7376002736673267,0.8566987387562246,242
181,73,188,580,28,101,0.9050952092514917,0.7220937656016363,1.1178316844722715,167
182,976,182,142,17,251,1.1582208087975052,1.0355550028364684,0.8009657554375071,433
183,947,24,1078,28,244,1.4107491476778322,1.0527128608397158,0.8820459387260666,27
184,569,198,637,5,170,1.2129072977825572,0.9356852558235452,1.0540532537321374,194
185,723,40,1007,19,185,1.4108645552008052,0.7216439884577504,0.8409849589351782,307
186,507,83,859,8,251,1.4716462395418932,0.941153092214753,0.9023273016104078,404
187,858,170,435,12,359,1.068198994668571,1.0852531246847308,0.9573217416149563,169
188,935,154,727,17,260,1.3849674647019858,1.1211282514398926,0.9585674643423041,430
189,926,112,1664,17,171,0.836634653257821,0.9956748843657672,1.189121189771185,423
190,69,193,656,4,104,1.1367512068817516,1.015014986455417,1.070218278587999,244
191,406,182,1370,26,69,1.05780756451371,1.1036045655355342,0.8148085674682938,44
192,266,100,1338,24,302,0.9433963203149629,0.9695814291650923,0.8885400968269708,20
193,586,63,1475,25,99,1.1068749667503395,0.8581089692072115,1.0465724161578476,201
194,248,24,366,10,346,1.1105917747886407,0.8337819328257081,1.0853691313781177,271
195,810,168,56,9,140,1.3659777150487478,1.151651746407983,0.9522385001227737,55
196,47,130,1743,8,263,1.408243028169498,0.9925291819784621,1.1426286819369555,225
197,34,101,531,26,226,1.2598652970261153,1.074451597192712,1.1773711960913533,372
198,419,147,868,28,228,1.2433717102125923,0.9826634753410015,1.0456249246863523,370
199,470,66,1943,18,53,0.8771276686689158,1.1913024498542928,1.0249558623850439,463
200,580,135,554,12,336,1.2026832684704691,0.9981084086367413,1.100322181235332,242
201,997,97,929,5,176,0.9921113376461719,1.2928327743539731,1.1128175152620856,340
202,426,95,792,5,91,1.0063339096765906,0.8455627688317437,0.8861739872629119,349
203,366,137,1749,6,96,0.8663422565848641,0.7831160123413384,0.9934279397216551,438
204,392,127,1921,9,59,1.2451077070209555,0.924157911348219,0.9789730642211439,327
205,818,188,683,11,136,1.2086658866622275,1.2511939664426261,1.1765867152549838,199
206,167,163,1061,18,195,0.9541907970154025,1.2113875590213055,0.8447063762747988,69
207,578,90,46,7,150,0.9841258464877779,0.8484117793858938,1.1773881882786437,16
208,442,167,555,10,40,1.3411008302430192,1.0598185409175946,1.0290378182175766,395
209,57,122,1072,11,101,1.3550533545416217,1.0533638431139307,0.915221177241137,431
210,337,30,1694,9,282,1.1451592536376696,0.8760381369176236,1.1477373859409665,497
211,442,122,1027,16,314,0.9043018869380353,0.8412290075113785,0.8201699539988074,306
212,440,5,677,19,148,0.8389146667572214,0.934029691841393,0.9275760738787776,356
213,65,11,1678,24,37,0.9900282041689097,1.1731712804832473,1.1010146456635626,282
214,586,168,659,6,244,1.3118300480257368,0.8150290249315376,1.131076695507716,336
215,277,80,1923,19,250,1.220571642637149,0.9674340631740683,0.8669991548682379,394
216,78,91,1160,28,109,1.302674738128792,0.9890191290719148,1.1767077590869564,42
217,737,157,1175,2,101,1.1302235865587889,1.2634748342646238,0.8214890063648562,171
218,911,98,1332,3,229,1.3282941174189662,0.8821134767629142,0.9734219470122483,234
219,610,191,1761,28,202,1.1365640559880437,0.7117879436128788,0.8389789737651293,448
220,458,65,1279,11,318,0.8588103268778039,1.1162387455255267,0.8390790999133733,109
221,802,33,61,7,263,0.8559008067752851,1.1534749014413843,1.1655594494246917,89
222,266,99,1203,28,290,1.3820519034698875,1.1218194348554191,1.1615860173617008,194
223,681,22,1807,29,174,1.24073703394409,1.120443388712512,1.046103341421344,96
224,499,45,1734,25,51,0.9953889413772875,0.9899364490071447,1.186515489517517,484
225,755,151,1168,20,107,1.3300228066292927,0.7111964826884212,0.9964213132551947,159
226,652,136,1303,22,259,0.8950147153082877,1.13795078520815,1.113142203766856,309
227,58,197,1319,12,189,1.2516704214463406,1.2619121134304723,0.8389077501650521,373
228,668,45,232,19,43,1.4926401648328178,0.7944318133212194,0.9582469963190864,19
229,325,127,1516,29,265,0.905013682444578,0.7407485554501403,1.0060367696795258,293
230,422,147,855,17,177,0.8993614126765788,0.8591231731421402,1.111259831955228,100
231,443,186,721,9,179,1.1274840878227477,1.209876311687922,0.9337925588310098,306
232,11,196,1613,5,59,1.249862985880264,0.7636883067323605,1.1921345374593582,230
233,850,147,1474,12,190,0.8185824354099601,1.1291010404045063,1.0939320253420395,122
234,961,182,1758,11,290,1.149769638373039,0.7377684605127305,1.0131871632458922,203
235,154,26,99,17,47,0.8582192462287014,0.719673409047901,0.9323059724076188,145
236,965,150,974,13,92,0.9689266437619676,1.2347811256337344,1.0568194626460583,185
237,375,84,1271,23,164,1.2986783338537957,1.1623361397795033,1.0692252148003143,171
238,429,134,921,4,186,1.317205463303732,1.059151029390411,1.0716728078534616,438
239,582,40,1138,12,86,1.310812715398924,0.8031971522648343,1.0344796950900204,458
240,794,24,443,25,294,0.8456024338341409,0.8673091746001625,0.9601936768866675,119
241,570,148,938,17,283,1.350734176118263,0.7291626944969507,1.126662061559539,320
242,853,71,1991,25,216,1.1025449034140187,1.0872177117202941,0.9033095523809458,397
243,453,124,535,4,356,1.1327167060358017,1.1116514923139733,1.0501546847357377,110
244,925,162,184,29,228,1.0937833310338474,0.8960852570799989,0.9886687166109148,382
245,443,59,1469,26,200,1.3999156625064502,0.9030497901719597,1.1571350892850205,8
246,652,70,1016,11,344,1.275979254155533,1.0773865878822422,1.0362219566177568,249
247,564,30,1855,22,35,1.1500180891833165,1.267398858057918,1.142268367342114,482
248,66,189,1012,17,285,1.3840009153483488,0.9368256557547049,1.181326539882909,352
249,571,134,912,27,338,1.3637544474820107,0.9961542312814766,0.8508096524913378,281
250,973,60,1035,26,349,0.8035309146877175,1.1189655824795655,1.0220769790100546,144
251,986,194,1085,8,277,1.135215975237566,0.9053925732888571,1.15359031484872,81
252,187,38,1840,16,248,0.8295722767114694,1.2213149924535798,1.1488294794568028,386
253,302,60,760,16,33,1.0150305371321675,1.2077089305171893,0.8783637275073138,54
254,55,59,1446,11,30,1.3626861404237578,1.1045697895598354,0.9925467978026847,145
255,179,24,774,4,355,1.4608366464755513,1.0221541596450863,0.8892386080617232,184
256,280,54,1767,7,60,0.9694466624791664,1.2901125557782476,1.1587270683167208,479
257,426,157,435,27,350,0.8149976041844026,1.1214283119394874,0.8012917371973042,352
258,857,88,1343,19,146,1.0816354406419504,1.0859359627274134,0.8873599902039041,470
259,148,157,1098,23,304,1.034583187075887,1.2260907641933754,0.9636135924520004,489
260,256,57,355,29,226,1.2738763279101888,1.0329944044835568,0.8884546350850054,212
261,157,146,1944,6,354,1.1465403707138817,0.8457541340961083,1.1894325301949804,121
262,239,192,900,17,206,1.0791930844300768,0.7826633698283302,0.8976106378002014,153
263,801,115,1473,14,316,0.9606889183947831,0.9826192885992084,0.9449259751139832,187
264,646,175,991,4,265,1.3799362790085872,1.0093924936291898,0.8696286589884223,14
265,713,194,704,16,108,0.9738725007643609,1.196616542206688,1.1706677634549902,466
266,383,116,1832,24,272,0.8383144853304771,0.7836847046703105,0.9645106030504302,123
267,89,73,1377,28,340,1.1952273559248077,1.108738134387943,0.9047392165178172,96
268,615,195,760,21,234,1.022144122346882,0.882476160894617,0.8984475628228661,161
269,747,6,1449,28,240,1.2987045962078678,1.2634181468935832,1.0342463993458397,115
270,74,186,49,7,362,0.8566101678980848,0.9822528100731636,1.191058142225511,399
271,97,20,1578,26,120,1.4764152950976612,1.0734389317746171,1.1896688353053002,34
272,97,187,1560,29,195,0.9308006109223911,1.090064913983788,1.1926723067237746,172
273,722,98,594,23,190,1.0499398281145427,0.7546030451237771,0.9546572673159122,479
274,735,175,240,5,35,1.136668472036241,1.2113170374824134,1.1657676721454076,181
275,213,193,846,16,170,1.4230822561771084,0.7985418519540262,0.9777562128345416,135
276,922,170,613,27,234,1.3057786206660407,0.9384514761744082,1.0042268042716014,5
277,391,49,1537,19,49,0.9013799252860313,1.1035382119638875,1.0079599966443413,292
278,610,130,773,10,129,1.1070295374627683,0.7331319406652078,0.8254367680255823,299
279,485,183,1296,21,194,1.1800383054947376,1.048254309511031,0.8708271319808184,89
280,582,174,1607,5,74,1.2914880069960235,0.9459496794100403,1.1544375447079396,134
281,792,28,1364,17,256,1.200270032118138,0.7383115637588414,1.1585425871522321,206
282,615,119,1082,19,344,1.120134420675074,1.1358346726312294,0.8807973858171105,163
283,828,162,1040,6,81,1.335883354739579,1.0008000355685687,0.921055054916458,150
284,548,169,1508,14,175,1.0646403399336577,0.8820641044561702,1.1319235957513585,139
285,223,127,1814,7,310,1.4910208955590054,0.7505966778537635,0.8816672394194026,265
286,83,185,1981,27,152,1.4634477557546035,1.0284845232811075,1.1523298495208225,417
287,70,195,1882,23,236,1.295166283218796,0.8835776060451157,1.1292764201290602,456
288,707,143,1454,20,326,1.4178283469412507,1.2680105388389786,1.1230200897107943,50
289,552,82,1455,13,131,1.075222861249256,1.0549097084022092,1.1566983436288525,188
290,228,155,511,16,303,1.2070291548385848,0.8710390650115206,1.1547682875712006,7
291,21,121,457,10,158,0.9908586148216483,1.0171708298133686,1.1668831617251736,145
292,823,84,498,8,196,1.4199475123670973,1.02369723338711,1.151816887668581,71
293,424,54,802,15,231,1.1297175267364796,1.1360569622112322,1.0427689261519182,76
294,41,89,968,20,131,1.175300528315769,1.2413213939000896,0.8630900655061315,182
295,169,187,1027,21,100,1.405197225224855,1.2775561729310785,1.043656230485563,119
296,246,187,91,17,37,1.3580949555435333,1.1307344621533821,1.1768846645766409,392
297,748,8,601,24,191,1.02522023884631,1.027547944537329,1.1870700014414086,430
298,190,186,239,28,102,0.8611993224905886,0.8349592518837329,1.0913854256819762,103
299,838,65,1047,25,56,0.913465241409143,0.9418176499950388,1.0775341979492317,80
300,567,115,1905,23,198,1.0373670972677596,0.9932733945339253,1.175374015844848,284
301,350,82,1022,5,292,1.0137035808820947,0.7770226918582966,0.9165109012081089,362
302,467,87,1956,13,317,0.8268173844805513,0.8538422838924135,0.8603926094850238,279
303,89,137,309,19,102,1.102445597933404,1.2906715637690127,0.9160002986203273,251
304,656,104,399,27,238,0.874095235808985,1.1540140311587543,1.1795794115850362,104
305,781,150,1945,9,128,0.9546228036329891,0.9892040217809396,0.8849230292436103,487
306,996,176,823,18,60,1.351238224195318,0.8356195388461491,0.8898951641201133,86
307,829,35,1398,26,62,1.146415683020669,1.0440685984494846,0.8771796392085977,300
308,768,123,762,25,242,1.0610671390787352,0.8391251017422983,0.9939198695077338,252
309,482,98,1978,4,174,0.9298047339847074,0.8158652594932772,1.1185553770003134,131
310,680,153,99,27,128,1.4063960744852055,0.7562538291192931,0.9527408522400158,260
311,724,179,85,5,339,1.4325828476519202,0.9075118225828346,0.8400483930336582,294
312,121,34,155,11,339,1.163074612036404,1.0250339128880932,1.0960808493703884,221
313,989,59,418,17,209,1.4448923020743263,0.7955965707637159,1.0439317267579344,128
314,301,109,1746,21,164,1.1253522737697894,0.8202612870359054,0.9916599989339501,11
315,959,45,366,3,219,0.8750697315203632,0.934683536997593,1.1856394784311077,79
316,831,177,1891,13,59,0.8119277032370804,0.9937189833826183,0.988169756089043,42
317,640,78,78,17,111,0.8898644642934498,1.1573699074991157,1.0930116445657352,407
318,392,162,797,28,86,1.235859433113864,1.039976899026788,0.8634001064711503,231
319,26,81,538,11,203,1.0246336378791807,1.0706206421104776,0.9666143204136148,305
320,502,89,1923,6,237,1.2538163022889113,1.1177262713974314,0.8849068507371303,152
321,340,177,733,13,355,1.155583286270896,0.9705897606769691,0.9392557004482198,479
322,935,108,1887,4,351,1.0331088023397044,0.9058800007860845,0.9918867468732113,227
323,748,177,996,13,212,0.9530758596488519,1.1802524445264666,0.8697986932540871,221
324,882,83,1280,28,264,0.8567306206666163,1.1969922502297172,1.1212181276393636,380
325,495,88,1823,2,136,1.347673742965907,0.7923892551283771,0.9504044201530355,134
326,415,177,98,3,215,1.37330292681582,1.2720217150098394,1.1586349108734932,481
327,126,187,1601,12,295,1.1790155692232078,1.2579536415087478,1.0698626572485168,41
328,564,191,1798,13,161,0.9099662709703524,1.222526687656428,0.8706423709785978,35
329,889,137,1843,8,359,0.9844703322743789,0.9535950512133677,1.0567885482668309,243
330,124,128,1715,2,358,1.4686016704441194,1.2053070463304234,0.8092990538052582,46
331,804,36,134,29,347,0.958158555654784,1.076835135417164,1.1229507519856763,266
332,558,10,1005,14,200,0.8397633603555125,0.8232368435900443,1.1896897063343088,114
333,823,98,1505,14,327,1.1850346303387567,1.1649298117317546,1.0711029922296391,473
334,634,30,1669,3,53,0.9833397702868009,0.9436569970618458,1.1705975565787672,485
335,556,41,145,11,290,1.470204431963821,0.8752987424393254,0.9179196379093612,141
336,653,17,1645,24,225,1.2023375260954374,1.226975329773632,0.9694355095880425,206
337,345,97,592,2,128,1.4760703142930107,1.2173663642285595,0.9698389581500614,90
338,345,29,984,8,362,1.3499036408452731,1.2186239465343967,0.8448117879416487,483
339,990,145,519,14,130,1.3061593639313585,1.215714136238339,1.118577241569991,185
340,931,24,848,25,149,1.3812552083707117,1.0325374566426153,0.998026584917865,399
341,898,76,1145,28,350,1.2234198738549855,1.0701521969665007,0.9961711463276354,378
342,749,192,645,3,232,0.8077849052313643,1.2693193371953293,1.0673875068641412,87
343,156,153,1217,21,119,1.074725348038974,0.777604679708235,0.8683949075083764,365
344,131,119,471,8,224,0.9533126614518294,1.1837568320141585,1.1240624420454401,464
345,90,131,1135,18,206,1.1040188713766441,1.015760643164648,0.9463486765443581,234
346,694,193,1738,23,144,1.129384666916168,1.2870445167760343,0.8318563756632307,276
347,675,30,404,6,362,0.8894817467940304,1.0835342475200513,0.8761300891899623,17
348,671,58,1248,12,61,0.8164020842223205,0.7975265137975214,0.9011409832078368,426
349,384,174,382,23,244,0.8967402053436069,1.1892945870874967,0.8711781651421757,401
350,579,143,1750,25,337,1.4001989923882363,1.1036029385654933,0.896890367637151,403
351,72,169,1860,12,308,1.3290979363965816,0.7893566735528801,1.1983407718305472,22
352,513,129,517,12,272,1.3592250334005533,0.7053952968452911,1.015090723702496,404
353,677,15,556,18,315,0.9934146335338363,1.026188378419417,1.0411705635978106,173
354,458,31,1277,20,99,0.9652694330062522,0.8448934665093866,0.866410686876104,54
355,437,98,35,28,100,0.8261606865501189,1.2203448934119505,0.8176082632607866,110
356,877,87,1000,26,140,1.1305879228003586,0.8505579649467114,0.9241402629073782,112
357,436,38,1184,29,187,1.0676862009407448,1.0977136929399722,1.107926039151664,201
358,430,42,1991,9,66,1.385120270220551,0.9070780643554174,1.023512729453893,223
359,331,193,639,21,333,1.2773072909685053,0.9101908299592487,0.8043132890889054,132
360,922,91,1463,28,355,0.9010001543992572,0.8090889024216951,1.1155077388317225,198
361,689,185,1499,15,64,1.491008598299088,1.0016330344803137,0.8415998555032195,45
362,175,69,319,11,353,1.3394485131012288,1.0475630187427427,0.9761523643882866,374
363,606,135,358,26,88,1.3041662609785805,1.04860820763747,1.1997894524211024,124
364,966,199,322,8,236,0.9516309078249986,1.213966093045956,0.8485467936006941,31
365,658,160,1935,3,95,1.4336096204313624,1.0914083724719583,1.126010549559956,191
366,470,146,611,18,291,1.1317445442414358,1.1441426999273012,1.119683216645399,325
367,468,56,95,2,299,1.0083591670065404,0.894068917711378,0.9780163928583481,387
368,198,34,1831,14,262,1.2583835116735478,0.9524113785566599,1.1953060759415026,146
369,473,190,933,20,186,0.9482263726904843,0.7109755641704228,0.9231873317677187,423
370,921,186,1993,15,135,1.4352959415166804,0.7474656035621469,0.9263128866043344,283
371,388,117,799,27,183,1.3980405557468774,0.9310717809918946,0.8609578548882885,495
372,11,147,1667,19,47,1.1254379586004097,0.8258402407404523,0.9479017581800382,26
373,627,170,940,21,289,0.933460195142855,1.1877756375386532,0.9185655828569126,31
374,373,146,1359,15,342,1.1475528864952629,1.1058918952765988,1.04179563135915,438
375,81,189,1543,16,148,0.9043967522902301,1.28218328784113,0.8162930906343092,29
376,436,191,1118,15,338,0.9888942192818636,1.2322203776162723,0.9241034461273567,358
377,647,12,1769,25,131,1.137912673413637,1.2865966141200584,0.8018826410505958,186
378,179,76,385,6,54,0.8147978187341642,0.9191650795524755,0.8025241191461423,181
379,214,151,1589,17,209,1.3360058224828077,0.9906257881081153,1.1281198469485105,351
380,834,36,672,6,191,0.9378404140299651,0.9235754472068036,1.0999263568268594,487
381,346,99,1025,23,244,1.4066278800998993,1.2785834359586619,1.0976563254012455,345
382,481,161,1721,14,153,0.8155818791939027,0.9416252164062101,0.9414539436619124,107
383,204,45,415,29,321,1.1724921834912465,0.7700571397297326,1.0796974080165096,391
384,679,79,1274,17,185,1.343655668460761,0.8503059361333021,0.9026141711323618,157
385,662,49,823,16,222,0.9665639033188721,0.9548920960588771,0.9237605211458764,499
386,284,17,1071,6,357,1.2952871421479308,1.0617963963724486,1.0249937546809076,328
387,16,159,1518,22,82,1.3046074772573886,1.0708518863505865,1.0798485129775528,317
388,914,23,1338,24,199,1.2464905661399022,1.1552701705189934,0.9062907460615494,275
389,988,158,864,7,364,1.0549769119779033,1.0887200831538135,1.0717137491341806,199
390,575,57,1470,14,127,1.3495453587044564,0.9949204035773946,1.184997250174256,143
391,625,183,891,17,176,1.2399036023727597,0.7181029304052651,0.9975344892391722,96
392,863,169,1134,11,329,1.2132717463997797,1.1170170300154338,0.9628428916750941,7
393,859,141,134,28,59,1.3734128884168044,0.7512748556068016,0.8929997290297386,129
394,582,184,1202,3,103,0.9712466301661573,0.9812868234404453,0.9424594802422899,22
395,608,186,1301,14,201,0.962741567489251,1.237837731468894,1.011528202453232,370
396,779,7,392,18,113,1.0705128210042543,1.0581273360357717,1.1776429929656727,185
397,187,100,869,2,102,0.8511931480679832,0.8193788546107645,0.9043010725733392,269
398,251,140,109,5,261,1.0361754285463045,1.1847749250689024,0.8925853081903795,131
399,212,18,776,19,319,1.0843904549737073,0.8802454740861417,1.1842343634820685,339
400,552,124,1341,7,156,1.1465407280023636,1.0463625035267845,1.0423375648890307,108
401,810,135,50,29,114,0.9778094248706455,1.0815093278870238,1.0941080252370439,332
402,471,156,1872,13,283,1.4347897133933878,1.1386728966353687,1.1318782919262258,428
403,89,17,377,26,181,0.9995548574437402,0.7389895421256465,0.832716124497767,444
404,532,175,1867,27,341,1.396085544258957,1.212560279474593,0.9939253221707147,274
405,426,161,489,28,36,1.1114667053709082,0.7683101945778342,0.8560408711203157,362
406,775,76,1783,27,336,1.3027096871466113,0.7567203580723629,1.0497255294735366,193
407,393,183,1894,25,165,0.8776316715887305,0.974130733433503,1.1814928260977073,273
408,400,174,1171,21,213,1.1812460541691268,0.9233089607279775,0.8225014048412681,491
409,905,163,1825,14,343,1.4725781264599607,0.73276820429458,0.9096418750652991,255
410,808,195,289,29,256,1.2663758465553427,0.7996003123901174,1.199872613886067,435
411,697,158,1541,3,354,1.374202482305884,0.9635280668391315,0.8021949977130653,334
412,135,150,1456,18,273,0.982749323524266,1.1974433071531216,0.8558223683589898,112
413,503,86,228,24,293,1.360118244621936,0.7727826276232853,0.8323085145746527,226
414,56,61,709,11,280,1.0458773668419892,0.7627182245064041,1.1056253213580594,393
415,727,11,1349,20,199,1.13955467003242,1.1828976411682248,1.10037173800455,346
416,485,116,1234,23,83,0.9315704023946119,0.9953893097009252,1.1110339258245108,359
417,958,52,1400,6,161,1.1399888716034094,0.9161495480257364,1.1099425187569243,265
418,628,84,476,22,344,1.1609912903139623,0.9768121853401357,1.1340881119979493,254
419,473,123,468,13,123,1.23562902480429,0.9465080134785366,1.109151674855634,400
420,796,124,87,19,75,1.408043655993926,1.1691365023825344,0.9934185754229241,423
421,858,64,1882,10,128,1.0133958083125614,0.7055964174429129,1.0981937587916848,89
422,132,37,1822,12,263,1.488895743030941,0.9598951471741164,1.0390465971128755,414
423,483,119,1825,5,298,1.3933829676288734,0.7953128009249075,0.9466090296171112,389
424,143,132,893,11,66,1.0820458336674832,0.8849715082477116,1.1346298562949093,245
425,628,7,486,2,104,0.9586645493525419,0.7673027172884446,1.1152158733699649,142
426,826,8,1403,3,87,0.8500462042283149,0.9561928610610063,0.8693965829054393,259
427,850,104,1430,10,48,0.9640549315549369,1.0859770809109048,0.8097713840365849,426
428,571,8,147,24,217,1.4191660451515298,1.0969559401154862,0.9263899367384075,156
429,858,46,1819,27,168,1.0044219879956087,1.1780462362663167,0.9615069988048687,120
430,616,13,752,19,172,0.8965858714044543,1.1890068407660366,0.8697430235848346,227
431,789,55,1797,17,137,0.8158722125984431,1.058640072184705,1.1420505090936377,241
432,32,149,1528,24,250,1.0083762405744774,0.9118899977531814,0.8134322346049467,51
433,575,149,1287,15,174,0.9513068970949217,0.7307892909166814,0.9934475674871914,347
434,895,101,1982,5,34,0.8715416418817161,0.7215219925154666,0.8221909615213577,345
435,775,24,1948,27,85,1.4657600608506258,0.7679578627751958,1.0146548953427752,262
436,974,146,1062,3,284,0.987335312819652,1.2902988587085031,0.9854596962039404,377
